State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
IN,18,10080,Seymour Community Schools,28194,4999,734
IN,18,10110,Shakamak Schools Metropolitan School District,5211,892,154
IN,18,3210,Shelby Eastern Schools,8487,1396,122
IN,18,10140,Shelbyville Central Schools,23666,3928,652
IN,18,8280,Shenandoah School Corporation,7293,1262,171
IN,18,6480,Sheridan Community Schools,7299,1312,107
IN,18,10170,Shoals Community School Corporation,4469,688,114
IN,18,10230,Smith-Green Community Schools,7547,1318,96
IN,18,10260,South Adams Schools,10917,2584,789
IN,18,10290,South Bend Community School Corporation,162405,26456,5285
IN,18,2190,South Central Community School Corporation,4042,727,60
IN,18,240,South Dearborn Community School Corporation,17235,2874,399
IN,18,10350,South Gibson School Corporation,12298,2269,165
IN,18,10360,South Harrison Community Schools,21667,3454,450
IN,18,10380,South Henry School Corporation,4354,717,77
IN,18,10410,South Knox School Corporation,5936,1093,136
IN,18,10440,South Madison Community School Corporation,25730,4550,373
IN,18,10450,South Montgomery Community School Corporation,10599,1946,266
IN,18,10470,South Newton School Corporation,5107,801,134
IN,18,10500,South Putnam Community Schools,9601,1191,147
IN,18,10530,South Ripley Community School Corporation,7608,1229,203
IN,18,10560,South Spencer County School Corporation,8642,1477,195
IN,18,10590,South Vermillion Community School Corporation,11196,1853,331
IN,18,10640,Southeast Dubois County School Corporation,7414,1292,111
IN,18,10620,Southeast Fountain School Corporation,6740,1111,157
IN,18,10680,Southeastern School Corporation,8236,1379,161
IN,18,10710,Southern Hancock County Community School Corporation,18946,3495,151
IN,18,10770,Southern Wells Community Schools,4020,781,61
IN,18,30,Southwest Allen County Metropolitan School District,41301,8594,487
IN,18,10870,Southwest Dubois County School Corporation,9798,1717,199
IN,18,10900,Southwest Parke Community School Corporation,5151,889,178
IN,18,10860,Southwest School Corporation,12326,1621,242
IN,18,10800,Southwestern Jefferson County Consolidated Schools,9361,1323,273
IN,18,10830,Southwestern Shelby County Consolidated Schools,4392,794,90
IN,18,10920,Speedway School Town,12483,1830,340
IN,18,10950,Spencer-Owen Community Schools,17368,2761,475
IN,18,10980,Springs Valley Community School Corporation,5656,903,154
IN,18,11100,Steuben County Metropolitan School District,18285,2730,416
IN,18,11190,Sunman-Dearborn Community School Corporation,24365,4413,304
IN,18,11220,Switzerland County School Corporation,10717,1971,540
IN,18,11250,Taylor Community School Corporation,9244,1457,201
IN,18,11260,Tell City-Troy Township School Corporation,10290,1606,221
IN,18,11340,Tippecanoe School Corporation,100135,15736,1481
IN,18,11370,Tippecanoe Valley School Corporation,11748,2098,314
IN,18,11400,Tipton Community School Corporation,10344,1570,160
IN,18,8040,Tipton County Northern Community School Corporation,4784,752,64
IN,18,11430,Tri-County School Corporation,4248,779,92
IN,18,11460,Tri-Creek School Corporation,20089,3583,345
IN,18,107,Tri-Township Consolidated School Corporation,2939,454,50
IN,18,11490,Triton School Corporation,5929,1195,108
IN,18,11580,Twin Lakes School Corporation,14435,2386,300
IN,18,11610,Union County-College Corner Joint School District,7401,1117,169
IN,18,11730,Union School Corporation,2835,472,96
IN,18,11700,Union Township School Corporation,9100,1635,106
IN,18,11910,Union-North United School Corporation,7991,1451,185
IN,18,11970,Valparaiso Community Schools,44672,6720,595
IN,18,12090,Vigo County School Corporation,107386,15775,2758
IN,18,12120,Vincennes Community School Corporation,22471,3232,687
IN,18,12240,Wa-Nee Community Schools,20403,4520,385
IN,18,12150,Wabash City Schools,8783,1340,278
IN,18,12180,Wabash County Schools Metropolitan School District,12586,2149,222
IN,18,6080,Warren County Metropolitan School District,7161,1213,179
IN,18,12360,Warren Township Metropolitan School District,67452,13475,3023
IN,18,12390,Warrick County School Corporation,62567,11505,804
IN,18,12420,Warsaw Community Schools,41269,7141,874
IN,18,12450,Washington Community School Corporation,18137,3304,566
IN,18,12720,Washington Township Metropolitan School District,92976,13787,2595
IN,18,5550,Wawasee Community School Corporation,20366,3297,334
IN,18,12810,Wayne Township Metropolitan School District,85829,15260,3343
IN,18,4500,Wes-Del Community Schools,5273,784,126
IN,18,9360,West Central School Corporation,4440,801,112
IN,18,9370,West Clark Community Schools,28708,5056,473
IN,18,12870,West Lafayette Community School Corporation,27829,2444,216
IN,18,12900,West Noble School Corporation,12947,2694,294
IN,18,12930,West Washington School Corporation,5655,999,145
IN,18,12990,Western Boone County Community School Corporation,11141,2060,148
IN,18,4470,Western School Corporation,12993,2520,259
IN,18,13050,Western Wayne Schools,5820,1024,150
IN,18,13080,Westfield-Washington Schools,39535,8157,338
IN,18,13110,Westview School Corporation,20044,5542,521
IN,18,8,White River Valley School District,5579,895,144
IN,18,13200,Whiting School City,4524,813,185
IN,18,13230,Whitko Community School Corporation,10810,1956,269
IN,18,2280,Whitley County Consolidated Schools,23383,3928,287
IN,18,2830,Zionsville Community Schools,28851,6732,90
